date,max water temperature (C),min water temperature (C),avg water temperature (C),avg discharge (cfs),avg discharge (m3/d)
2000-03-25 00:00:00+00:00,,,,54.0,132114.86208
2000-03-26 00:00:00+00:00,,,,53.0,129668.29056000001
2000-03-27 00:00:00+00:00,,,,53.0,129668.29056000001
2000-03-28 00:00:00+00:00,,,,56.0,137008.00512
2000-03-29 00:00:00+00:00,,,,58.0,141901.14816
2000-03-30 00:00:00+00:00,,,,59.0,144347.71968
2000-03-31 00:00:00+00:00,,,,58.0,141901.14816
2000-04-01 00:00:00+00:00,,,,58.0,141901.14816
2000-04-02 00:00:00+00:00,,,,58.0,141901.14816
2000-04-03 00:00:00+00:00,,,,59.0,144347.71968
2000-04-04 00:00:00+00:00,,,,56.0,137008.00512
2000-04-05 00:00:00+00:00,,,,51.0,124775.14752
2000-04-06 00:00:00+00:00,,,,51.0,124775.14752
2000-04-07 00:00:00+00:00,,,,51.0,124775.14752
2000-04-08 00:00:00+00:00,,,,51.0,124775.14752
2000-04-09 00:00:00+00:00,,,,51.0,124775.14752
2000-04-10 00:00:00+00:00,,,,34.0,83183.43168
2000-04-11 00:00:00+00:00,,,,24.0,58717.716479999995
2000-04-12 00:00:00+00:00,,,,24.0,58717.716479999995
2000-04-13 00:00:00+00:00,,,,24.0,58717.716479999995
2000-04-14 00:00:00+00:00,,,,24.0,58717.716479999995
2000-04-15 00:00:00+00:00,,,,24.0,58717.716479999995
2000-04-16 00:00:00+00:00,,,,25.0,61164.288
2000-04-17 00:00:00+00:00,,,,25.0,61164.288
2000-04-18 00:00:00+00:00,,,,16.0,39145.14432
2000-04-19 00:00:00+00:00,,,,11.0,26912.28672
2000-04-20 00:00:00+00:00,,,,11.0,26912.28672
2000-04-21 00:00:00+00:00,,,,11.0,26912.28672
2000-04-22 00:00:00+00:00,,,,10.0,24465.7152
2000-04-23 00:00:00+00:00,,,,10.0,24465.7152
2000-04-24 00:00:00+00:00,,,,10.0,24465.7152
2000-04-25 00:00:00+00:00,,,,10.0,24465.7152
2000-04-26 00:00:00+00:00,,,,21.0,51378.001919999995
2000-04-27 00:00:00+00:00,,,,26.0,63610.859520000005
2000-04-28 00:00:00+00:00,,,,19.0,46484.85888
2000-04-29 00:00:00+00:00,,,,13.0,31805.429760000003
2000-04-30 00:00:00+00:00,,,,13.0,31805.429760000003
2000-05-01 00:00:00+00:00,,,,13.0,31805.429760000003
2000-05-02 00:00:00+00:00,,,,13.0,31805.429760000003
2000-05-03 00:00:00+00:00,,,,13.0,31805.429760000003
2000-05-04 00:00:00+00:00,,,,12.0,29358.858239999998
2000-05-05 00:00:00+00:00,,,,12.0,29358.858239999998
2000-05-06 00:00:00+00:00,,,,12.0,29358.858239999998
2000-05-07 00:00:00+00:00,,,,12.0,29358.858239999998
2000-05-08 00:00:00+00:00,,,,12.0,29358.858239999998
2000-05-09 00:00:00+00:00,,,,12.0,29358.858239999998
2000-05-10 00:00:00+00:00,,,,12.0,29358.858239999998
2000-05-11 00:00:00+00:00,,,,11.0,26912.28672
2000-05-12 00:00:00+00:00,,,,16.0,39145.14432
2000-05-13 00:00:00+00:00,,,,21.0,51378.001919999995
2000-05-14 00:00:00+00:00,,,,21.0,51378.001919999995
2000-05-15 00:00:00+00:00,,,,21.0,51378.001919999995
2000-05-16 00:00:00+00:00,,,,21.0,51378.001919999995
2000-05-17 00:00:00+00:00,,,,21.0,51378.001919999995
2000-05-18 00:00:00+00:00,,,,21.0,51378.001919999995
2000-05-19 00:00:00+00:00,,,,21.0,51378.001919999995
2000-05-20 00:00:00+00:00,,,,21.0,51378.001919999995
2000-05-21 00:00:00+00:00,,,,21.0,51378.001919999995
2000-05-22 00:00:00+00:00,,,,15.0,36698.5728
2000-05-23 00:00:00+00:00,,,,8.3,20306.543616
2000-05-24 00:00:00+00:00,,,,3.7,9052.314624
2000-05-25 00:00:00+00:00,,,,3.3,8073.686016
2000-05-26 00:00:00+00:00,,,,3.2,7829.028864
2000-05-27 00:00:00+00:00,,,,3.3,8073.686016
2000-05-28 00:00:00+00:00,,,,3.3,8073.686016
2000-05-29 00:00:00+00:00,,,,3.3,8073.686016
2000-05-30 00:00:00+00:00,,,,3.3,8073.686016
2000-05-31 00:00:00+00:00,,,,3.3,8073.686016
2000-06-01 00:00:00+00:00,,,,4.2,10275.600384000001
2000-06-02 00:00:00+00:00,,,,5.9,14434.771968000001
2000-06-03 00:00:00+00:00,,,,5.8,14190.114816
2000-06-04 00:00:00+00:00,,,,5.8,14190.114816
2000-06-05 00:00:00+00:00,,,,7.8,19083.257856
2000-06-06 00:00:00+00:00,,,,10.0,24465.7152
2000-06-07 00:00:00+00:00,,,,9.9,24221.058048000003
2000-06-08 00:00:00+00:00,,,,10.0,24465.7152
2000-06-09 00:00:00+00:00,,,,10.0,24465.7152
2000-06-10 00:00:00+00:00,,,,10.0,24465.7152
2000-06-11 00:00:00+00:00,,,,10.0,24465.7152
2000-06-12 00:00:00+00:00,,,,10.0,24465.7152
2000-06-13 00:00:00+00:00,,,,10.0,24465.7152
2000-06-14 00:00:00+00:00,,,,10.0,24465.7152
2000-06-15 00:00:00+00:00,,,,12.0,29358.858239999998
2000-06-16 00:00:00+00:00,,,,14.0,34252.00128
2000-06-17 00:00:00+00:00,,,,14.0,34252.00128
2000-06-18 00:00:00+00:00,,,,14.0,34252.00128
2000-06-19 00:00:00+00:00,,,,14.0,34252.00128
2000-06-20 00:00:00+00:00,,,,10.0,24465.7152
2000-06-21 00:00:00+00:00,,,,7.4,18104.629248
2000-06-22 00:00:00+00:00,,,,7.4,18104.629248
2000-06-23 00:00:00+00:00,,,,7.4,18104.629248
2000-06-24 00:00:00+00:00,,,,7.4,18104.629248
2000-06-25 00:00:00+00:00,,,,7.3,17859.972096
2000-06-26 00:00:00+00:00,,,,5.6,13700.800511999998
2000-06-27 00:00:00+00:00,,,,3.4,8318.343168
2000-06-28 00:00:00+00:00,,,,3.5,8563.00032
2000-06-29 00:00:00+00:00,,,,3.5,8563.00032
2000-06-30 00:00:00+00:00,,,,3.5,8563.00032
2000-07-01 00:00:00+00:00,,,,3.5,8563.00032
2000-07-02 00:00:00+00:00,,,,3.5,8563.00032
2000-07-03 00:00:00+00:00,,,,3.5,8563.00032
2000-07-04 00:00:00+00:00,,,,3.5,8563.00032
2000-07-05 00:00:00+00:00,,,,3.5,8563.00032
2000-07-06 00:00:00+00:00,,,,3.5,8563.00032
2000-07-07 00:00:00+00:00,,,,3.5,8563.00032
2000-07-08 00:00:00+00:00,,,,3.5,8563.00032
2000-07-09 00:00:00+00:00,,,,3.5,8563.00032
2000-07-10 00:00:00+00:00,,,,3.5,8563.00032
2000-07-11 00:00:00+00:00,,,,3.5,8563.00032
2000-07-12 00:00:00+00:00,,,,3.5,8563.00032
2000-07-13 00:00:00+00:00,,,,3.5,8563.00032
2000-07-14 00:00:00+00:00,,,,3.5,8563.00032
2000-07-15 00:00:00+00:00,,,,3.5,8563.00032
2000-07-16 00:00:00+00:00,,,,3.5,8563.00032
2000-07-17 00:00:00+00:00,,,,3.5,8563.00032
2000-07-18 00:00:00+00:00,,,,3.5,8563.00032
2000-07-19 00:00:00+00:00,,,,3.5,8563.00032
2000-07-20 00:00:00+00:00,,,,3.5,8563.00032
2000-07-21 00:00:00+00:00,,,,3.5,8563.00032
2000-07-22 00:00:00+00:00,,,,3.5,8563.00032
2000-07-23 00:00:00+00:00,,,,3.5,8563.00032
2000-07-24 00:00:00+00:00,,,,3.5,8563.00032
2000-07-25 00:00:00+00:00,,,,3.4,8318.343168
2000-07-26 00:00:00+00:00,,,,3.4,8318.343168
2000-07-27 00:00:00+00:00,,,,3.4,8318.343168
2000-07-28 00:00:00+00:00,,,,3.4,8318.343168
2000-07-29 00:00:00+00:00,,,,3.4,8318.343168
2000-07-30 00:00:00+00:00,,,,3.4,8318.343168
2000-07-31 00:00:00+00:00,,,,3.3,8073.686016
2000-08-01 00:00:00+00:00,,,,3.4,8318.343168
2000-08-02 00:00:00+00:00,,,,3.4,8318.343168
2000-08-03 00:00:00+00:00,,,,3.4,8318.343168
2000-08-04 00:00:00+00:00,,,,3.4,8318.343168
2000-08-05 00:00:00+00:00,,,,3.4,8318.343168
2000-08-06 00:00:00+00:00,,,,3.4,8318.343168
2000-08-07 00:00:00+00:00,,,,3.4,8318.343168
2000-08-08 00:00:00+00:00,,,,3.4,8318.343168
2000-08-09 00:00:00+00:00,,,,3.4,8318.343168
2000-08-10 00:00:00+00:00,,,,3.4,8318.343168
2000-08-11 00:00:00+00:00,,,,3.4,8318.343168
2000-08-12 00:00:00+00:00,,,,3.4,8318.343168
2000-08-13 00:00:00+00:00,,,,3.4,8318.343168
2000-08-14 00:00:00+00:00,,,,3.4,8318.343168
2000-08-15 00:00:00+00:00,,,,3.2,7829.028864
2000-08-16 00:00:00+00:00,,,,3.1,7584.371712
2000-08-17 00:00:00+00:00,,,,3.1,7584.371712
2000-08-18 00:00:00+00:00,,,,3.1,7584.371712
2000-08-19 00:00:00+00:00,,,,3.1,7584.371712
2000-08-20 00:00:00+00:00,,,,3.1,7584.371712
2000-08-21 00:00:00+00:00,,,,3.1,7584.371712
2000-08-22 00:00:00+00:00,,,,3.1,7584.371712
2000-08-23 00:00:00+00:00,,,,3.1,7584.371712
2000-08-24 00:00:00+00:00,,,,3.1,7584.371712
2000-08-25 00:00:00+00:00,,,,3.1,7584.371712
2000-08-26 00:00:00+00:00,,,,3.1,7584.371712
2000-08-27 00:00:00+00:00,,,,3.1,7584.371712
2000-08-28 00:00:00+00:00,,,,3.2,7829.028864
2000-08-29 00:00:00+00:00,,,,3.0,7339.714559999999
2000-08-30 00:00:00+00:00,,,,3.0,7339.714559999999
2000-08-31 00:00:00+00:00,,,,3.1,7584.371712
2000-09-01 00:00:00+00:00,,,,3.1,7584.371712
2000-09-02 00:00:00+00:00,,,,3.1,7584.371712
2000-09-03 00:00:00+00:00,,,,3.1,7584.371712
2000-09-04 00:00:00+00:00,,,,3.1,7584.371712
2000-09-05 00:00:00+00:00,,,,3.1,7584.371712
2000-09-06 00:00:00+00:00,,,,3.1,7584.371712
2000-09-07 00:00:00+00:00,,,,3.1,7584.371712
2000-09-08 00:00:00+00:00,,,,3.1,7584.371712
2000-09-09 00:00:00+00:00,,,,3.1,7584.371712
2000-09-10 00:00:00+00:00,,,,3.1,7584.371712
2000-09-11 00:00:00+00:00,,,,3.1,7584.371712
2000-09-12 00:00:00+00:00,,,,3.1,7584.371712
2000-09-13 00:00:00+00:00,,,,3.0,7339.714559999999
2000-09-14 00:00:00+00:00,,,,3.0,7339.714559999999
2000-09-15 00:00:00+00:00,,,,2.9,7095.057408
2000-09-16 00:00:00+00:00,,,,2.9,7095.057408
2000-09-17 00:00:00+00:00,,,,2.9,7095.057408
2000-09-18 00:00:00+00:00,,,,2.9,7095.057408
2000-09-19 00:00:00+00:00,,,,2.9,7095.057408
2000-09-20 00:00:00+00:00,,,,2.9,7095.057408
2000-09-21 00:00:00+00:00,,,,2.9,7095.057408
2000-09-22 00:00:00+00:00,,,,2.9,7095.057408
2000-09-23 00:00:00+00:00,,,,2.9,7095.057408
2000-09-24 00:00:00+00:00,,,,2.9,7095.057408
2000-09-25 00:00:00+00:00,,,,2.9,7095.057408
2000-09-26 00:00:00+00:00,,,,2.9,7095.057408
2000-09-27 00:00:00+00:00,,,,2.9,7095.057408
2000-09-28 00:00:00+00:00,,,,2.9,7095.057408
2000-09-29 00:00:00+00:00,,,,2.9,7095.057408
2000-09-30 00:00:00+00:00,,,,2.9,7095.057408
2000-10-01 00:00:00+00:00,,,,3.0,7339.714559999999
2000-10-02 00:00:00+00:00,,,,2.9,7095.057408
2000-10-03 00:00:00+00:00,,,,2.9,7095.057408
2000-10-04 00:00:00+00:00,,,,2.9,7095.057408
2000-10-05 00:00:00+00:00,,,,2.9,7095.057408
2000-10-06 00:00:00+00:00,,,,2.9,7095.057408
2000-10-07 00:00:00+00:00,,,,2.9,7095.057408
2000-10-08 00:00:00+00:00,,,,2.9,7095.057408
2000-10-09 00:00:00+00:00,,,,2.9,7095.057408
2000-10-10 00:00:00+00:00,,,,9.4,22997.772288
2000-10-11 00:00:00+00:00,,,,14.0,34252.00128
2000-10-12 00:00:00+00:00,,,,14.0,34252.00128
2000-10-13 00:00:00+00:00,,,,14.0,34252.00128
2000-10-14 00:00:00+00:00,,,,14.0,34252.00128
2000-10-15 00:00:00+00:00,,,,14.0,34252.00128
2000-10-16 00:00:00+00:00,,,,14.0,34252.00128
2000-10-17 00:00:00+00:00,,,,15.0,36698.5728
2000-10-18 00:00:00+00:00,,,,16.0,39145.14432
2000-10-19 00:00:00+00:00,,,,16.0,39145.14432
2000-10-20 00:00:00+00:00,,,,13.0,31805.429760000003
2000-10-21 00:00:00+00:00,,,,2.9,7095.057408
2000-10-22 00:00:00+00:00,,,,2.9,7095.057408
2000-10-23 00:00:00+00:00,,,,2.9,7095.057408
2000-10-24 00:00:00+00:00,,,,2.9,7095.057408
2000-10-25 00:00:00+00:00,,,,2.9,7095.057408
2000-10-26 00:00:00+00:00,,,,3.3,8073.686016
2000-10-27 00:00:00+00:00,,,,2.6,6361.085951999999
2000-10-28 00:00:00+00:00,,,,2.6,6361.085951999999
2000-10-29 00:00:00+00:00,,,,2.6,6361.085951999999
2000-10-30 00:00:00+00:00,,,,2.6,6361.085951999999
2000-10-31 00:00:00+00:00,,,,2.6,6361.085951999999
2000-11-01 00:00:00+00:00,,,,2.7,6605.743104
2000-11-02 00:00:00+00:00,,,,14.0,34252.00128
2000-11-03 00:00:00+00:00,,,,32.0,78290.28864
2000-11-04 00:00:00+00:00,,,,32.0,78290.28864
2000-11-05 00:00:00+00:00,,,,32.0,78290.28864
2000-11-06 00:00:00+00:00,,,,32.0,78290.28864
2000-11-07 00:00:00+00:00,,,,32.0,78290.28864
2000-11-08 00:00:00+00:00,,,,32.0,78290.28864
2000-11-09 00:00:00+00:00,,,,24.0,58717.716479999995
2000-11-10 00:00:00+00:00,,,,15.0,36698.5728
2000-11-11 00:00:00+00:00,,,,15.0,36698.5728
2000-11-12 00:00:00+00:00,,,,15.0,36698.5728
2000-11-13 00:00:00+00:00,,,,15.0,36698.5728
2000-11-14 00:00:00+00:00,,,,15.0,36698.5728
2000-11-15 00:00:00+00:00,,,,15.0,36698.5728
2000-11-16 00:00:00+00:00,,,,15.0,36698.5728
2000-11-17 00:00:00+00:00,,,,15.0,36698.5728
2000-11-18 00:00:00+00:00,,,,15.0,36698.5728
2000-11-19 00:00:00+00:00,,,,15.0,36698.5728
2000-11-20 00:00:00+00:00,,,,15.0,36698.5728
2000-11-21 00:00:00+00:00,,,,15.0,36698.5728
2000-11-22 00:00:00+00:00,,,,15.0,36698.5728
2000-11-23 00:00:00+00:00,,,,15.0,36698.5728
2000-11-24 00:00:00+00:00,,,,15.0,36698.5728
2000-11-25 00:00:00+00:00,,,,15.0,36698.5728
2000-11-26 00:00:00+00:00,,,,15.0,36698.5728
2000-11-27 00:00:00+00:00,,,,15.0,36698.5728
2000-11-28 00:00:00+00:00,,,,15.0,36698.5728
2000-11-29 00:00:00+00:00,,,,15.0,36698.5728
2000-11-30 00:00:00+00:00,,,,15.0,36698.5728
2000-12-01 00:00:00+00:00,,,,15.0,36698.5728
2000-12-02 00:00:00+00:00,,,,15.0,36698.5728
2000-12-03 00:00:00+00:00,,,,15.0,36698.5728
2000-12-04 00:00:00+00:00,,,,15.0,36698.5728
2000-12-05 00:00:00+00:00,,,,15.0,36698.5728
2000-12-06 00:00:00+00:00,,,,15.0,36698.5728
2000-12-07 00:00:00+00:00,,,,7.2,17615.314944
2000-12-08 00:00:00+00:00,,,,3.6,8807.657472
2000-12-09 00:00:00+00:00,,,,3.6,8807.657472
2000-12-10 00:00:00+00:00,,,,3.6,8807.657472
2000-12-11 00:00:00+00:00,,,,3.6,8807.657472
2000-12-12 00:00:00+00:00,,,,3.6,8807.657472
2000-12-13 00:00:00+00:00,,,,3.6,8807.657472
2000-12-14 00:00:00+00:00,,,,3.7,9052.314624
2000-12-15 00:00:00+00:00,,,,3.7,9052.314624
2000-12-16 00:00:00+00:00,,,,3.7,9052.314624
2000-12-17 00:00:00+00:00,,,,3.7,9052.314624
2000-12-18 00:00:00+00:00,,,,3.6,8807.657472
2000-12-19 00:00:00+00:00,,,,4.9,11988.200448000001
2000-12-20 00:00:00+00:00,,,,6.1,14924.086271999999
2000-12-21 00:00:00+00:00,,,,6.1,14924.086271999999
2000-12-22 00:00:00+00:00,,,,6.1,14924.086271999999
2000-12-23 00:00:00+00:00,,,,6.1,14924.086271999999
2000-12-24 00:00:00+00:00,,,,6.0,14679.429119999999
2000-12-25 00:00:00+00:00,,,,6.1,14924.086271999999
2000-12-26 00:00:00+00:00,,,,6.1,14924.086271999999
2000-12-27 00:00:00+00:00,,,,8.3,20306.543616
2000-12-28 00:00:00+00:00,,,,9.4,22997.772288
2000-12-29 00:00:00+00:00,,,,9.4,22997.772288
2000-12-30 00:00:00+00:00,,,,9.4,22997.772288
2000-12-31 00:00:00+00:00,,,,9.4,22997.772288
2001-01-01 00:00:00+00:00,,,,9.4,22997.772288
2001-01-02 00:00:00+00:00,,,,9.4,22997.772288
2001-01-03 00:00:00+00:00,,,,9.4,22997.772288
2001-01-04 00:00:00+00:00,,,,9.4,22997.772288
2001-01-05 00:00:00+00:00,,,,9.4,22997.772288
2001-01-06 00:00:00+00:00,,,,9.4,22997.772288
2001-01-07 00:00:00+00:00,,,,9.4,22997.772288
2001-01-08 00:00:00+00:00,,,,9.4,22997.772288
2001-01-09 00:00:00+00:00,,,,9.4,22997.772288
2001-01-10 00:00:00+00:00,,,,9.4,22997.772288
2001-01-11 00:00:00+00:00,,,,9.4,22997.772288
2001-01-12 00:00:00+00:00,,,,9.4,22997.772288
2001-01-13 00:00:00+00:00,,,,9.4,22997.772288
2001-01-14 00:00:00+00:00,,,,9.4,22997.772288
2001-01-15 00:00:00+00:00,,,,9.4,22997.772288
2001-01-16 00:00:00+00:00,,,,9.4,22997.772288
2001-01-17 00:00:00+00:00,,,,5.9,14434.771968000001
2001-01-18 00:00:00+00:00,,,,6.0,14679.429119999999
2001-01-19 00:00:00+00:00,,,,7.6,18593.943551999997
2001-01-20 00:00:00+00:00,,,,7.6,18593.943551999997
2001-01-21 00:00:00+00:00,,,,7.6,18593.943551999997
2001-01-22 00:00:00+00:00,,,,10.0,24465.7152
2001-01-23 00:00:00+00:00,,,,12.0,29358.858239999998
2001-01-24 00:00:00+00:00,,,,14.0,34252.00128
2001-01-25 00:00:00+00:00,,,,15.0,36698.5728
2001-01-26 00:00:00+00:00,,,,15.0,36698.5728
2001-01-27 00:00:00+00:00,,,,15.0,36698.5728
2001-01-28 00:00:00+00:00,,,,15.0,36698.5728
2001-01-29 00:00:00+00:00,,,,15.0,36698.5728
2001-01-30 00:00:00+00:00,,,,15.0,36698.5728
2001-01-31 00:00:00+00:00,,,,15.0,36698.5728
2001-02-01 00:00:00+00:00,,,,11.0,26912.28672
2001-02-02 00:00:00+00:00,,,,11.0,26912.28672
2001-02-03 00:00:00+00:00,,,,8.3,20306.543616
2001-02-04 00:00:00+00:00,,,,8.3,20306.543616
2001-02-05 00:00:00+00:00,,,,13.0,31805.429760000003
2001-02-06 00:00:00+00:00,,,,16.0,39145.14432
2001-02-07 00:00:00+00:00,,,,16.0,39145.14432
2001-02-08 00:00:00+00:00,,,,16.0,39145.14432
2001-02-09 00:00:00+00:00,,,,16.0,39145.14432
2001-02-10 00:00:00+00:00,,,,16.0,39145.14432
2001-02-11 00:00:00+00:00,,,,16.0,39145.14432
2001-02-12 00:00:00+00:00,,,,16.0,39145.14432
2001-02-13 00:00:00+00:00,,,,16.0,39145.14432
2001-02-14 00:00:00+00:00,,,,13.0,31805.429760000003
2001-02-15 00:00:00+00:00,,,,9.6,23487.086591999996
2001-02-16 00:00:00+00:00,,,,4.7,11498.886144
2001-02-17 00:00:00+00:00,,,,4.7,11498.886144
2001-02-18 00:00:00+00:00,,,,4.7,11498.886144
2001-02-19 00:00:00+00:00,,,,4.7,11498.886144
2001-02-20 00:00:00+00:00,,,,4.7,11498.886144
2001-02-21 00:00:00+00:00,,,,4.7,11498.886144
2001-02-22 00:00:00+00:00,,,,4.7,11498.886144
2001-02-23 00:00:00+00:00,,,,4.7,11498.886144
2001-02-24 00:00:00+00:00,,,,4.7,11498.886144
2001-02-25 00:00:00+00:00,,,,4.7,11498.886144
2001-02-26 00:00:00+00:00,,,,4.7,11498.886144
2001-02-27 00:00:00+00:00,,,,4.7,11498.886144
2001-02-28 00:00:00+00:00,,,,4.7,11498.886144
2001-03-01 00:00:00+00:00,,,,4.7,11498.886144
2001-03-02 00:00:00+00:00,,,,4.7,11498.886144
2001-03-03 00:00:00+00:00,,,,4.7,11498.886144
2001-03-04 00:00:00+00:00,,,,4.7,11498.886144
2001-03-05 00:00:00+00:00,,,,4.7,11498.886144
2001-03-06 00:00:00+00:00,,,,4.7,11498.886144
2001-03-07 00:00:00+00:00,,,,4.7,11498.886144
2001-03-08 00:00:00+00:00,,,,5.0,12232.8576
2001-03-09 00:00:00+00:00,,,,4.9,11988.200448000001
2001-03-10 00:00:00+00:00,,,,5.0,12232.8576
2001-03-11 00:00:00+00:00,,,,5.0,12232.8576
2001-03-12 00:00:00+00:00,,,,5.0,12232.8576
2001-03-13 00:00:00+00:00,,,,5.0,12232.8576
2001-03-14 00:00:00+00:00,,,,5.0,12232.8576
2001-03-15 00:00:00+00:00,,,,5.0,12232.8576
2001-03-16 00:00:00+00:00,,,,5.0,12232.8576
2001-03-17 00:00:00+00:00,,,,4.5,11009.57184
2001-03-18 00:00:00+00:00,,,,4.4,10764.914688
2001-03-19 00:00:00+00:00,,,,3.1,7584.371712
2001-03-20 00:00:00+00:00,,,,3.2,7829.028864
2001-03-21 00:00:00+00:00,,,,2.9,7095.057408
2001-03-22 00:00:00+00:00,,,,2.9,7095.057408
2001-03-23 00:00:00+00:00,,,,2.9,7095.057408
2001-03-24 00:00:00+00:00,,,,2.9,7095.057408
2001-03-25 00:00:00+00:00,,,,2.9,7095.057408
2001-03-26 00:00:00+00:00,,,,3.8,9296.971775999998
2001-03-27 00:00:00+00:00,,,,5.9,14434.771968000001
2001-03-28 00:00:00+00:00,,,,7.6,18593.943551999997
2001-03-29 00:00:00+00:00,,,,8.9,21774.486528
2001-03-30 00:00:00+00:00,,,,8.7,21285.172223999998
2001-03-31 00:00:00+00:00,,,,8.9,21774.486528
2001-04-01 00:00:00+00:00,,,,8.9,21774.486528
2001-04-02 00:00:00+00:00,,,,8.9,21774.486528
2001-04-03 00:00:00+00:00,,,,8.9,21774.486528
2001-04-04 00:00:00+00:00,,,,8.9,21774.486528
2001-04-05 00:00:00+00:00,,,,8.9,21774.486528
2001-04-06 00:00:00+00:00,,,,8.9,21774.486528
2001-04-07 00:00:00+00:00,,,,8.9,21774.486528
2001-04-08 00:00:00+00:00,,,,8.9,21774.486528
2001-04-09 00:00:00+00:00,,,,26.0,63610.859520000005
2001-04-10 00:00:00+00:00,,,,34.0,83183.43168
2001-04-11 00:00:00+00:00,,,,31.0,75843.71712
2001-04-12 00:00:00+00:00,,,,31.0,75843.71712
2001-04-13 00:00:00+00:00,,,,34.0,83183.43168
2001-04-14 00:00:00+00:00,,,,37.0,90523.14624
2001-04-15 00:00:00+00:00,,,,37.0,90523.14624
2001-04-16 00:00:00+00:00,,,,38.0,92969.71776
2001-04-17 00:00:00+00:00,,,,42.0,102756.00383999999
2001-04-18 00:00:00+00:00,,,,48.0,117435.43295999999
2001-04-19 00:00:00+00:00,,,,55.0,134561.4336
2001-04-20 00:00:00+00:00,,,,56.0,137008.00512
2001-04-21 00:00:00+00:00,,,,60.0,146794.2912
2001-04-22 00:00:00+00:00,,,,64.0,156580.57728
2001-04-23 00:00:00+00:00,,,,67.0,163920.29184000002
2001-04-24 00:00:00+00:00,,,,67.0,163920.29184000002
2001-04-25 00:00:00+00:00,,,,67.0,163920.29184000002
2001-04-26 00:00:00+00:00,,,,62.0,151687.43424
2001-04-27 00:00:00+00:00,,,,59.0,144347.71968
2001-04-28 00:00:00+00:00,,,,65.0,159027.1488
2001-04-29 00:00:00+00:00,,,,68.0,166366.86336
2001-04-30 00:00:00+00:00,,,,68.0,166366.86336
2001-05-01 00:00:00+00:00,,,,64.0,156580.57728
2001-05-02 00:00:00+00:00,,,,60.0,146794.2912
2001-05-03 00:00:00+00:00,,,,54.0,132114.86208
2001-05-04 00:00:00+00:00,,,,50.0,122328.576
2001-05-05 00:00:00+00:00,,,,50.0,122328.576
2001-05-06 00:00:00+00:00,,,,50.0,122328.576
2001-05-07 00:00:00+00:00,,,,34.0,83183.43168
2001-05-08 00:00:00+00:00,,,,4.9,11988.200448000001
2001-05-09 00:00:00+00:00,,,,9.4,22997.772288
2001-05-10 00:00:00+00:00,,,,11.0,26912.28672
2001-05-11 00:00:00+00:00,,,,16.0,39145.14432
2001-05-12 00:00:00+00:00,,,,16.0,39145.14432
2001-05-13 00:00:00+00:00,,,,16.0,39145.14432
2001-05-14 00:00:00+00:00,,,,15.0,36698.5728
2001-05-15 00:00:00+00:00,,,,14.0,34252.00128
2001-05-16 00:00:00+00:00,,,,14.0,34252.00128
2001-05-17 00:00:00+00:00,,,,14.0,34252.00128
2001-05-18 00:00:00+00:00,,,,14.0,34252.00128
2001-05-19 00:00:00+00:00,,,,14.0,34252.00128
2001-05-20 00:00:00+00:00,,,,14.0,34252.00128
2001-05-21 00:00:00+00:00,,,,13.0,31805.429760000003
2001-05-22 00:00:00+00:00,,,,11.0,26912.28672
2001-05-23 00:00:00+00:00,,,,11.0,26912.28672
2001-05-24 00:00:00+00:00,,,,11.0,26912.28672
2001-05-25 00:00:00+00:00,,,,11.0,26912.28672
2001-05-26 00:00:00+00:00,,,,11.0,26912.28672
2001-05-27 00:00:00+00:00,,,,11.0,26912.28672
2001-05-28 00:00:00+00:00,,,,11.0,26912.28672
2001-05-29 00:00:00+00:00,,,,11.0,26912.28672
2001-05-30 00:00:00+00:00,,,,11.0,26912.28672
2001-05-31 00:00:00+00:00,,,,7.7,18838.600704
2001-06-01 00:00:00+00:00,,,,5.4,13211.486208
2001-06-02 00:00:00+00:00,,,,4.9,11988.200448000001
2001-06-03 00:00:00+00:00,,,,4.2,10275.600384000001
2001-06-04 00:00:00+00:00,,,,4.5,11009.57184
2001-06-05 00:00:00+00:00,,,,3.7,9052.314624
2001-06-06 00:00:00+00:00,,,,3.6,8807.657472
2001-06-07 00:00:00+00:00,,,,3.6,8807.657472
2001-06-08 00:00:00+00:00,,,,3.6,8807.657472
2001-06-09 00:00:00+00:00,,,,3.6,8807.657472
2001-06-10 00:00:00+00:00,,,,3.6,8807.657472
2001-06-11 00:00:00+00:00,,,,3.6,8807.657472
2001-06-12 00:00:00+00:00,,,,3.7,9052.314624
2001-06-13 00:00:00+00:00,,,,3.6,8807.657472
2001-06-14 00:00:00+00:00,,,,3.8,9296.971775999998
2001-06-15 00:00:00+00:00,,,,3.9,9541.628928
2001-06-16 00:00:00+00:00,,,,3.9,9541.628928
2001-06-17 00:00:00+00:00,,,,3.9,9541.628928
2001-06-18 00:00:00+00:00,,,,3.9,9541.628928
2001-06-19 00:00:00+00:00,,,,3.9,9541.628928
2001-06-20 00:00:00+00:00,,,,3.9,9541.628928
2001-06-21 00:00:00+00:00,,,,3.9,9541.628928
2001-06-22 00:00:00+00:00,,,,6.1,14924.086271999999
2001-06-23 00:00:00+00:00,,,,9.1,22263.800832
2001-06-24 00:00:00+00:00,,,,9.2,22508.457983999997
2001-06-25 00:00:00+00:00,,,,9.2,22508.457983999997
2001-06-26 00:00:00+00:00,,,,9.2,22508.457983999997
